id,default_code,name_template,active,product_tmpl_id/id
67,103030,Nº 2 Art 11º Tabela Geral-Inumação jazigo particul,TRUE,67
68,103031,Nº 2 Art 11º Tabela Geral-Inumação jazigo particul,TRUE,68
69,103032,Nº 2 Art 11º Tabela Geral-Inumação jazigo particul,TRUE,69
70,103033,Nº 2 Art 11º Tabela Geral-Inumação jazigo particul,TRUE,70
71,103035,d) Nº 2 Art 11º Tabela Geral-Inumação jazigos,TRUE,71
72,103040,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,72
73,103041,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,73
74,103042,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,74
75,103043,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,75
76,103050,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,76
77,103051,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,77
78,103052,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,78
79,103053,Nº 3 Art 11ºTabela Geral-Inumação jazigo municipal,TRUE,79
80,103060,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,80
81,103061,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,81
82,103062,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,82
83,103063,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,83
84,103065,nº2 Art. 12º Tabela Geral- Ossada 2º ano,TRUE,84
85,103070,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,85
86,103071,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,86
87,103072,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,87
88,103073,Art. 12º Tabela Geral- Ocupação de ossários,TRUE,88
89,103080,nº1 Art. 13º Tabela Geral- Exumação p/ossada,TRUE,89
90,103081,Art. 13º Tabela Geral- Exumação p/ossada,TRUE,90
91,103082,Art. 13º Tabela Geral- Exumação p/ossada,TRUE,91
92,103083,Art. 13º Tabela Geral- Exumação p/ossada,TRUE,92
93,103085,nº2 Art. 13º Tabela Geral- Exumação p/ossada,TRUE,93
94,103090,Art. 14º Tabela Geral- Concessão terreno p/jazigo,TRUE,94
95,103091,Art. 14º Tabela Geral- Concessão terreno p/jazigo,TRUE,95
96,103092,Art. 14º Tabela Geral- Concessão terreno p/jazigo,TRUE,96
97,103093,Art. 14º Tabela Geral- Concessão terreno p/jazigo,TRUE,97
98,103100,Nº1 Art. 15º Tabela Geral - Utilização Capela,TRUE,98
99,103101,Nº1 Art. 15º Tabela Geral - Utilização Capela,TRUE,99
100,103102,Nº1 Art. 15º Tabela Geral - Utilização Capela,TRUE,100
101,103103,Nº1 Art. 15º Tabela Geral - Utilização Capela,TRUE,101
102,103110,Nº2 Art. 15º Tabela Geral - Utilização Capela,TRUE,102
103,103111,Nº2 Art. 15º Tabela Geral - Utilização Capela,TRUE,103
104,103112,Nº2 Art. 15º Tabela Geral - Utilização Capela,TRUE,104
105,103113,Nº2 Art. 15º Tabela Geral - Utilização Capela,TRUE,105
106,103120,Art 16º Tabela Geral - Averbamento transmissão,TRUE,106
107,103121,Art 16º Tabela Geral - Averbamento transmissão,TRUE,107
108,103122,Art 16º Tabela Geral - Averbamento transmissão,TRUE,108
109,103123,Art 16º Tabela Geral - Averbamento transmissão,TRUE,109
110,103130,a) Art 17º Tabela Geral -Campas rasas e gavetões,TRUE,110
111,103131,Art 17º Tabela Geral - Tratamento sepulturas/sinai,TRUE,111
112,103132,Art 17º Tabela Geral-Tratamento sepulturas/sinais,TRUE,112
113,103133,Art 17º Tabela Geral -Tratamento sepulturas/sinais,TRUE,113
114,103134,Art 17º Tabela Geral -Tratamento sepulturas/sinais,TRUE,114
115,103135,b) Art 17º Tabela Geral -Capela e até 6 gavetas,TRUE,115
116,103136,c) Art 17º Tabela Geral -Capela e mais de 6 gaveta,TRUE,116
117,103137,d) Art 17º Tabela Geral - com grades,TRUE,117
118,103138,e) Art 17º Tabela Geral -Ornamentação,TRUE,118
119,103140,Nº 1 Art 18º Tabela Geral - Transladação,TRUE,119
120,103141,Nº 1 Art 18º Tabela Geral - Transladação,TRUE,120
121,103142,Nº 1 Art 18º Tabela Geral - Transladação,TRUE,121
122,103143,Nº 1 Art 18º Tabela Geral - Transladação,TRUE,122
123,103150,Nº 2 Art 18ºTabela Geral-Abertura cemitério fora h,TRUE,123
124,103151,Nº 2 Art 18ºTabela Geral-Abertura cemitério fora h,TRUE,124
125,103152,Nº 2 Art 18ºTabela Geral-Abertura cemitério fora h,TRUE,125
126,103153,Nº 2 Art 18ºTabela Geral-Abertura cemitério fora h,TRUE,126
127,104010,Nº 1 Art 19º Tabela Geral - Estaciona/to viaturas,TRUE,127
128,104020,Nº 2 Art 19º Tabela Geral - Ocupação estaciona/to,TRUE,128
129,104030,a)Nº3 Art 19º Tabela Geral -Parcómetros z amarela,TRUE,129
130,104040,b)Nº3 Art 19º Tabela Geral-Parcómetros z verde,TRUE,130
131,104050,c)Nº3 Art 19º Tabela Geral-Parcómetros z vermelha,TRUE,131
132,104060,d)Nº3 Art 19º Tabela Geral-Parcómetros z castanha,TRUE,132
133,104070,a)Nº 4 Art 19º Tabela Geral-1 Cartão de Morador,TRUE,133
134,104080,b)Nº 4 Art 19º Tabela Geral-1 Cartão de Morador,TRUE,134
135,104090,Art. 20º Tabela Geral - Circulação viaturas,TRUE,135
136,104100,Nº 1 Art 21º Tabela Geral-Entradas museus adulto,TRUE,136
137,104110,Nº 1 Art 21º Tabela Geral-Entradas museus adulto,TRUE,137
138,104120,Nº 1 Art 21º Tabela Geral-Entradas museus adulto,TRUE,138
139,104130,Nº 2 Art 21º Tabela Geral-Entradas museus jovens,TRUE,139
140,104140,Nº 2 Art 21º Tabela Geral-Entradas museus jovens,TRUE,140
141,104150,Nº 2 Art 21º Tabela Geral-Entradas museus jovens,TRUE,141
142,104160,Nº 3 Art 21º Tabela Geral-Entradas museus 3ªidade,TRUE,142
143,104170,Nº 3 Art 21º Tabela Geral-Entradas museus 3ªidade,TRUE,143
144,104180,Nº 3 Art 21º Tabela Geral-Entradas museus 3ªidade,TRUE,144
145,104190,Nº1 Art 22º Tabela Geral-Diária investigadores,TRUE,145
146,104200,Nº2 Art22º Tabela Geral-Aluguer espaço laboratório,TRUE,146
147,104210,Nº3 Art22º Tabela Geral-Aluguer laboratório,TRUE,147
148,105010,Nº1 Art 23º Tabela Geral - Antenas via pública,TRUE,148
149,105020,"Nº2 Art 23º Tabela Geral - Fios,cabos telefónicos?",TRUE,149
150,105030,Nº3 Art 23º Tabela Geral-Guindastes e semelhantes,TRUE,150
151,105040,a)Nº4 Art 23º Tabela Geral-Alpendres até 1m,TRUE,151
152,105050,b)Nº4 Art 23º Tabela Geral-Alpendres c/mais de 1m,TRUE,152
153,105060,a)Nº5 Art 23º Tabela Geral-Toldos até 1m,TRUE,153
154,105070,b)Nº5 Art 23º Tabela Geral-Toldos c/mais de 1m,TRUE,154
155,105071,Obs nº12 Art35º Reg.Geral Taxas-Pub com ocup.via,TRUE,155
156,105080,Nº6 Art 23º Tabela Geral-Sanefas,TRUE,156
157,105090,Nº7 Art 23º Tabela Geral-Fita anunciadora,TRUE,157
158,105100,"Nº8 Art 23º Tabela Geral-Passarela,varanda,escadas",TRUE,158
159,105110,a)Nº1 Art 24º Tabela Geral-Construções provisórias,TRUE,159
160,105120,b)Nº1 Art 24º Tabela Geral-Construções provisórias,TRUE,160
161,105130,c)Nº1 Art 24º Tabela Geral-Construções provisórias,TRUE,161
162,105140,Nº2 Art 24º Tabela Geral-Cabine /Posto telefónico,TRUE,162
163,105150,a)Nº3 Art 24º Tabela Geral-Posto transformação 3m3,TRUE,163
164,105160,b)Nº3 Art24º Tabela Geral-Posto transformação,TRUE,164
165,105170,Nº4 Art 24º Tabela Geral-Depósitos subterrâneos,TRUE,165
166,105180,"Nº5 Art24º Tabela Geral-Pavilhões,quiosques,outros",TRUE,166
167,105190,Nº6 Art 24º Tabela Geral-Venda Ambulante,TRUE,167
168,105200,a)Nº1 Art 25º Tabela Geral-Postos e marcos,TRUE,168
169,105210,b)Nº1 Art 25º Tabela Geral-Postos e marcos,TRUE,169
170,105220,c)Nº1 Art 25º Tabela Geral-Postos e marcos,TRUE,170
171,105230,Nº2 Art 25º Tabela Geral-Esplanadas Fechadas,TRUE,171
172,105240,"Nº3 Art 25º Tabela Geral-Mesas, cadeiras",TRUE,172
173,105250,"Nº4 Art 25º Tabela Geral-Tubos,condutas,cabos?",TRUE,173
174,105260,Nº5 Art 25º Tabela Geral-Antenas p/emissões,TRUE,174
175,105270,a)Nº8 Art 25ºTabela Geral-Circo p/dia,TRUE,175
176,105280,b)Nº8 Art 25ºTabela Geral-Circo p/semana,TRUE,176
177,105290,a)Nº8 Art 25ºTabela Geral-Circo p/mês,TRUE,177
178,105300,Nº9 Art 25º Tabela Geral-Expositores,TRUE,178
179,105310,Nº10 Art 25º Tabela Geral-Tapumes,TRUE,179
180,105320,Nº10 Art 25º Tabela Geral-Tapumes,TRUE,180
181,105330,Nº11 Art 25º Tabela Geral-Andaimes,TRUE,181
182,105340,Nº11 Art 25º Tabela Geral-Andaimes,TRUE,182
183,105350,Nº12 Art 25º Tabela Geral-Auto-bombas,TRUE,183
184,105360,Nº12 Art 25º Tabela Geral-Auto-bombas,TRUE,184
185,105370,"Nº13 Art 25º Tabela Geral-Gruas,guindaste",TRUE,185
186,105380,"Nº13 Art 25º Tabela Geral-Gruas,guindaste",TRUE,186
187,105390,Nº15 Art 25º Tabela Geral-Interrupções Trânsito,TRUE,187
188,105400,Nº15 Art 25º Tabela Geral-Interrupções Trânsito,TRUE,188
189,105410,Nº14 Art 25º Tabela Geral-Condicionamento,TRUE,189
190,105420,Nº14 Art 25º Tabela Geral-Condicionamento,TRUE,190
191,105430,Nº16 Art 25º Tabela Geral-Abertura Vala,TRUE,191
192,105440,Nº16 Art 25º Tabela Geral-Abertura Vala,TRUE,192
193,105450,Nº 17 Art 25º Tabela Geral - Outras ocupações,TRUE,193
194,105460,Nº 17 Art 25º Tabela Geral - Ocupações floristas,TRUE,194
195,106010,Nº1 Art 26º Tabela Geral-Bombas carburantes,TRUE,195
196,106020,Nº2 Art 26º Tabela Geral-Bombas carburantes,TRUE,196
197,106030,Nº3 Art 26º Tabela Geral-Bombas carburantes,TRUE,197
198,106040,Nº4 Art 26º Tabela Geral-Bombas carburantes,TRUE,198
199,106050,Nº1 Art 27º Tabela Geral-Bombas ar e água,TRUE,199
200,106060,Nº2 Art 27º Tabela Geral-Bombas ar e água,TRUE,200
201,106070,Nº3 Art 27º Tabela Geral-Bombas ar e água,TRUE,201
202,106080,Nº4 Art 27º Tabela Geral-Bombas ar e água,TRUE,202
203,107010,Nº1 Art 28º Tabela Geral-Licença ciclomotores,TRUE,203
204,107020,Nº2 Art 28º Tabela Geral-Licença veículos/tractor,TRUE,204
205,107030,Nº1 Art 29º Tabela Geral-Emissão 2ª via licença,TRUE,205
206,107040,Nº2 Art 29º Tabela Geral-Emissão 2ª via chapa,TRUE,206
207,108010,Nº1 Art 31º Tabela Geral-Anúncios Luminosos 1ºano,TRUE,207
208,108020,Nº2 Art31º Tabela Geral-Anúncios Luminosos renov,TRUE,208
209,108030,Nº1 Art32º Tabela Geral-Anúncios N Luminosos 1ºano,TRUE,209
210,108040,Nº2 Art32º Tabela Geral-Anúncios N Luminosos renov,TRUE,210
211,108050,Nº1 Art33º Tabela Geral-Publicidade Corrida 1ºano,TRUE,211
212,108060,Nº2 Art33º Tabela Geral-Anúncios Corrida renov,TRUE,212
213,108070,Art 34º Tabela Geral-Frisos luminosos compl.,TRUE,213
214,108080,Art 35º Tabela Geral-Bandeiras,TRUE,214
215,108090,"Nº1 Art36º Tabela Geral-Vitrines, mostradores?",TRUE,215
216,108100,Nº2 Art36º Tabela Geral-Exposição no exterior,TRUE,216
217,108110,"Nº1 Art37º Tabela Geral-Decalcomanias,distintivos?",TRUE,217
218,108120,"Nº2 Art37º Tabela Geral-Decalcomanias,distintivos?",TRUE,218
219,108130,Nº1 Art38ºTabela Geral-Publici. transp.colectivo,TRUE,219
220,108140,a)Nº2 Art 38ºTabela Geral-Publici.viaturas alusiva,TRUE,220
221,108150,b) Nº2 Art38ºTabela Geral-Publici.viaturas-outras,TRUE,221
222,108160,Art 39º Tabela Geral - Publicidade Sonora,TRUE,222
223,108170,"Art 40º Tabela Geral - Publicidade Vedação,painel?",TRUE,223
224,108180,Nº1 Art 41º Tabela Geral-Publici.transitória aérea,TRUE,224
225,108190,Nº2 Art 41º Tabela Geral-Publici.transitória outra,TRUE,225
226,108200,Art 42º Tabela Geral-Anúncios/cartazes afixados,TRUE,226
227,108210,Nº1 Art 43º Tabela Geral-Distribuição Panfletos,TRUE,227
228,108220,Nº2 Art 43º Tabela Geral-Distribuição Produtos,TRUE,228
229,108230,Nº3 Art 43º Tabela Geral-Provas degustação,TRUE,229
230,108240,Nº4 Art 43º Tabela Geral-Outras campanhas,TRUE,230
231,108250,Nº1 Art 44º Tabela Geral-Publici.Espectáculos,TRUE,231
232,108260,Nº2 Art 44º Tabela Geral-Publici.Espectáculos,TRUE,232
233,108270,Art 45º Tabela Geral - Placas direccionais,TRUE,233
234,109010,Nº1 Art 46º Tabela Geral -Bancada Peixe,TRUE,234
235,109020,Nº2 Art 46º  Tabela Geral -Lugares Terrado,TRUE,235
236,109030,Nº2 Art 46º Tabela Geral -Lugares Terrado,TRUE,236
237,109040,Lugares do Terrado,TRUE,237
238,109050,Nº1 Art 47º Tabela Geral -Emissão cartão vendedor,TRUE,238
239,109060,Nº2 Art 47º Tabela Geral-Renovação cartão vendedor,TRUE,239
240,109070,a) Nº1 Art48º Tabela Geral-Utilização frigorífico,TRUE,240
241,109080,b) Nº1 Art48º Tabela Geral-Utilização frigorífico,TRUE,241
242,109090,Nº2 Art48º Tabela Geral-Armazenamento horto-frutíc,TRUE,242
243,109100,Nº2 Art48º Tabela Geral-Armazenamento horto-frutíc,TRUE,243
244,109110,Nº3 Art48º Tabela Geral-Venda de gelo,TRUE,244
245,109120,Nº1 Art 49º Tabela Geral -Local depósito,TRUE,245
246,109130,Nº1 Art 49º Tabela Geral -Local depósito,TRUE,246
247,109140,Nº2 Art 49º Tabela Geral -Ocupação terrado eventos,TRUE,247
248,109150,Nº3 Art 49º Tabela Geral-Ocupação mesas e cadeiras,TRUE,248
249,110010,a) Nº 1 Art.50º Tabela Geral - Ambulância Tipo B,TRUE,249
250,110020,b) Nº1 Art.50ºTabela Geral-Viatura desencarcera/to,TRUE,250
251,110030,c) Nº1 Art.50º Tabela Geral -Minuto espera além 10,TRUE,251
252,110040,d) Nº1 Art. 50º Tabela Geral-Aplicação de Oxigénio,TRUE,252
253,110050,e) Nº1 Art. 50º Tabela Geral-Aplicação eléctrodos,TRUE,253
254,110060,f) Nº1 Art. 50º Tabela Geral-Matareial desinfecção,TRUE,254
255,110070,g) Nº1 Art.50º Tabela Geral - Kit Parto,TRUE,255
256,110080,h) Nº 1 Art.50º Tabela Geral - Medição glicémia,TRUE,256
257,110090,i) Nº1 Art.50º Tabela Geral - Lençol queimado,TRUE,257
258,110100,j) Nº1 Art.50º Tabela Geral - Kit Protecção,TRUE,258
259,110110,k) Nº1 Art.50º Tabela Geral - Frio Instantâneo,TRUE,259
260,110120,l) Nº1 Art. 50º Tabela Geral - Soro,TRUE,260
261,110130,a) Nº2 Art.50º Tabela Geral-Ambulância B Prevenção,TRUE,261
262,110140,b) Nº 2 Art.50º Tabela Geral - Auto-escada,TRUE,262
263,110150,c) Nº2 Ar.50º Tabela Geral-Viatura desencarcera/to,TRUE,263
264,110160,d) Nº2 Art.50º Tabela Geral - Auto-tanque pesado,TRUE,264
265,110170,e) Nº2 Art. 50º Tabela Geral - Auto-tanque táctico,TRUE,265
266,110180,f) Nº2 Art.50º Tabela Geral Auto-tanque s-reboque,TRUE,266
267,110190,g) Nº2 Art.50º Tabela Geral-Pronto Socorro Pesado,TRUE,267
268,110200,h) Nº2 Art.50º Tabela Geral Pronto Socorro Médio,TRUE,268
269,110210,i) Nº2 Art.50º Tabela Geral Pronto socorro ligeiro,TRUE,269
270,110220,j) Nº2 Art.50º Tabela Geral - Auto apoio-AA/TG/AC,TRUE,270
271,110230,a) Nº3 Art.50º Tabela Geral-Elaboração relatório,TRUE,271
272,110240,b) Nº3 Art.50º Tabela Geral - Abertura Portas,TRUE,272
273,110250,c) Nº3 Art.50º Tabela Geral Moto-serra,TRUE,273
274,110260,d) Nº3 Art.50º Tabela Geral - Moto-bomba pesada,TRUE,274
275,110270,e) Nº3 Art. 50º Tabela Geral - Electro-bomba,TRUE,275
276,110280,f) Nº3 Art.50º Tabela Geral - Gerador eléctrico,TRUE,276
277,110290,g) Nº3 Art.50º Tabela Geral -Escada alumínio p/h,TRUE,277
278,110300,h) Nº3 Art.50º Tabela Geral - Escada telescópica,TRUE,278
279,110310,i) Nº3 Art.50º Tabela Geral - Máquina fumos,TRUE,279
280,110320,j) Nº3 Art.50º Tabela Geral - Arrendamento Salas,TRUE,280
281,110330,k) Nº3 Art.50º Tabela Geral -Video-projector,TRUE,281
282,110340,l) Nº3 Art.50º Tabela Geral - Utiliz.simulador,TRUE,282
283,110350,m) Nº 3 Art. 50º Tabela Geral Formação,TRUE,283
284,110360,n) Nº 3 Art.50º Tabela Geral Manequim,TRUE,284
285,110370,o) Nº3 Art.50º Tabela Geral Plano Duro,TRUE,285
286,110380,p) Nº3 Art.50º Tabela Geral - Macas pluma,TRUE,286
287,110390,q) Nº3 Art.50º Tabela Geral - Colete extracção,TRUE,287
288,110400,a) Nº4 Art.50º Tabela Geral-Lig. Sistema incêndios,TRUE,288
289,110410,b) Nº4 Art.50º Tabela Geral - Taxa anual ligação,TRUE,289
290,110420,c) Nº4 Art50º Tabela Geral-Deslocação falso alarme,TRUE,290
291,110430,a) Nº5 Art.50º Tabela Geral-Vistorias segurança,TRUE,291
292,111010,a) Nº1 Art.51º Tabela Geral-Licença ruído Obras,TRUE,292
293,111020,a) Nº1 Art.51º Tabela Geral-Licença ruído Obras,TRUE,293
294,111030,b) Nº1 Art 51ºTabela Geral-Lic ruído Obras sup 30d,TRUE,294
295,111040,b) Nº1 Art 51ºTabela Geral-Lic ruído Obras sup 30d,TRUE,295
296,111050,b) Nº1 Art 51ºTabela Geral-Lic ruído Obras sup 30d,TRUE,296
297,111060,b) Nº1 Art 51ºTabela Geral-Lic ruído Obras sup 30d,TRUE,297
298,111070,a) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,298
299,111080,a) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,299
300,111090,a) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,300
301,111100,a) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,301
302,111110,b) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,302
303,111120,b) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,303
304,111130,b) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,304
305,111140,b) Nº2 Art.51º Tabela Geral-Lic ruído Desporto,TRUE,305
306,111150,Nº3 Art.51º Tabela Geral-Lic ruído Feiras/Mercados,TRUE,306
307,111160,Nº3 Art.51º Tabela Geral-Lic ruído Feiras/Mercados,TRUE,307
308,111170,Nº4 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,308
309,111180,Nº4 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,309
310,111190,Nº4 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,310
311,111200,Nº4 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,311
312,111210,Nº4 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,312
313,111220,Nº4 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,313
314,111230,Nº4 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,314
315,111240,Nº4 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,315
316,111250,Nº5 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,316
317,111260,Nº5 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,317
318,111270,Nº5 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,318
319,111280,Nº5 Art.51º Tabela Geral-Lic ruído Festas R.Aberto,TRUE,319
320,111290,Nº5 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,320
321,111300,Nº5 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,321
322,111310,Nº5 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,322
323,111320,Nº5 Art.51ºTabela Geral-Lic ruído Festas R.Fechado,TRUE,323
324,111330,Nº6 Art.51ºTabela Geral-Lic ruído Festas,TRUE,324
325,111340,Nº6 Art.51ºTabela Geral-Lic ruído Festas,TRUE,325
326,111350,Nº6 Art.51ºTabela Geral-Lic ruído Festas,TRUE,326
327,111360,Nº6 Art.51ºTabela Geral-Lic ruído Festas,TRUE,327
328,111370,Nº7 Art.51 Tabela Geral - Outras Licença ruído,TRUE,328
329,111380,Nº7 Art.51 Tabela Geral - Outras Licença ruído,TRUE,329
330,111390,Nº1 Art.52ºTabela Geral- Licença Venda Ambulante,TRUE,330
331,111400,Nº2 Art.52ºTabela Geral-Renovação Lic V. Ambulante,TRUE,331
332,111410,Nº3 ART52º Tabela Geral -V.ambulante lotarias,TRUE,332
333,111420,Nº4 ART52º Tabela Geral -V.ambu terreno particular,TRUE,333
334,111430,Nº1 Art.53º Tabela Geral-Lic Recintos improvisados,TRUE,334
335,111440,Nº1 Art.53º Tabela Geral-Lic Recintos improvisados,TRUE,335
336,111450,Nº2 Art.53º Tabela Geral-Lic Recintos improvisados,TRUE,336
